State,Location Code,Education,Gender,Coverage,EmploymentStatus,Marital Status,Renew Offer Type,Vehicle Class,Vehicle Size,Policy,Policy Type,Sales Channel,Months Since Last Claim,Months Since Policy Inception,Income,Total Claim Amount,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Customer Lifetime Value,Response
Oregon,Suburban,Bachelor,F,Extended,Employed,Married,Offer2,Four-Door Car,Small,Personal L2,Personal Auto,Agent,14,27,24028,393.6,82,0,2,9743.350113,No
Arizona,Suburban,College,M,Basic,Retired,Married,Offer2,Sports Car,Medsize,Personal L3,Personal Auto,Agent,18,50,28142,701.708239,105,0,1,3873.647046,Yes
Arizona,Rural,Bachelor,F,Basic,Employed,Married,Offer1,Two-Door Car,Large,Personal L2,Personal Auto,Web,14,8,52705,128.705563,64,1,2,7649.28199,No
California,Suburban,High School or Below,M,Basic,Unemployed,Married,Offer2,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,1,5,0,679.368378,63,0,1,2287.59692,No
Washington,Urban,College,F,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L1,Personal Auto,Agent,7,63,84903,497.126827,111,0,1,4475.424592,No
California,Suburban,College,F,Basic,Unemployed,Divorced,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,14,64,0,566.4,118,0,4,8714.922135,Yes
Washington,Suburban,Bachelor,F,Basic,Retired,Single,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,7,63,24910,347.857619,63,1,1,2248.449633,Yes
California,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,15,12,0,554.4,77,2,2,7416.197322,No
Oregon,Suburban,Master,M,Basic,Medical Leave,Married,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,12,28,21876,465.41477,68,0,2,7771.158973,No
California,Suburban,Bachelor,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,33,61,0,496.8,69,1,2,6968.3419,No
California,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Agent,17,1,0,292.8,61,1,7,4250.282624,Yes
Oregon,Urban,High School or Below,F,Extended,Employed,Divorced,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,1,57,70699,256.813837,82,0,2,19776.56654,No
California,Suburban,High School or Below,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,11,85,0,355.2,74,1,2,21343.46599,No
California,Suburban,College,M,Basic,Medical Leave,Married,Offer4,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,20,0,27501,542.319401,63,0,1,2413.139714,No
Oregon,Urban,Doctor,F,Premium,Disabled,Divorced,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,30,99,15897,303.148399,101,0,2,15363.84716,No
Nevada,Rural,College,F,Basic,Employed,Divorced,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,12,4,25141,25.438063,73,1,2,8456.961887,No
Nevada,Suburban,College,F,Basic,Unemployed,Married,Offer3,Four-Door Car,Small,Personal L2,Personal Auto,Agent,5,46,0,292.8,61,3,1,2189.642522,No
California,Suburban,High School or Below,M,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,23,0,51066,787.993313,74,0,8,5780.182197,Yes
California,Rural,Bachelor,F,Basic,Employed,Married,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Call Center,24,37,28358,84.024413,117,0,1,4639.981638,No
Washington,Rural,College,F,Basic,Employed,Married,Offer2,SUV,Medsize,Personal L2,Personal Auto,Agent,1,48,61846,215.8182,112,0,1,4465.335703,No
Arizona,Urban,Bachelor,F,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,3,47,90972,232.926145,74,0,8,5968.118877,No
Washington,Suburban,College,F,Basic,Unemployed,Single,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Web,3,95,0,532.8,74,0,7,5097.763337,No
California,Suburban,Bachelor,F,Basic,Employed,Divorced,Offer2,Sports Car,Small,Personal L2,Personal Auto,Call Center,17,51,29549,710.433775,104,0,1,4076.634665,No
California,Suburban,Bachelor,F,Premium,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,12,17,0,552,115,1,2,12252.60179,No
Nevada,Suburban,Bachelor,F,Extended,Employed,Married,Offer3,Luxury Car,Medsize,Personal L3,Personal Auto,Branch,4,29,39411,1122.658899,217,2,4,16936.27147,No
Oregon,Suburban,High School or Below,M,Basic,Employed,Married,Offer2,Four-Door Car,Large,Personal L2,Personal Auto,Branch,28,17,21709,408.374746,62,0,3,4892.435461,No
Nevada,Suburban,Bachelor,M,Extended,Employed,Single,Offer4,Four-Door Car,Small,Personal L2,Personal Auto,Agent,23,57,67890,408,85,0,2,9942.304791,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,3,16,0,792,110,0,1,3735.838129,No
California,Suburban,High School or Below,F,Basic,Employed,Single,Offer3,SUV,Small,Personal L3,Personal Auto,Call Center,11,98,84311,532.8,111,4,2,13117.52215,No
California,Suburban,College,F,Basic,Employed,Single,Offer2,SUV,Medsize,Corporate L3,Corporate Auto,Branch,26,53,99316,754.358929,114,0,1,4574.524094,No
Arizona,Suburban,Bachelor,F,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L1,Personal Auto,Agent,20,11,54507,702.990032,138,0,1,5470.060561,Yes
California,Urban,Bachelor,F,Extended,Employed,Single,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,3,17,64586,206.837111,76,0,1,2978.84601,No
Oregon,Urban,College,M,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,5,41,61709,275.395894,82,2,7,6410.967544,No
California,Urban,Master,M,Basic,Employed,Married,Offer4,SUV,Medsize,Special L2,Special Auto,Web,12,79,94656,459.738128,111,1,1,4479.023088,No
California,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer4,Two-Door Car,Small,Special L3,Special Auto,Branch,5,40,0,496.8,69,0,1,2383.731879,No
California,Suburban,Bachelor,M,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,27,34,61085,336,70,1,1,2764.493659,No
Oregon,Suburban,Bachelor,F,Basic,Employed,Married,Offer4,Two-Door Car,Small,Personal L2,Personal Auto,Agent,7,31,89284,321.6,67,3,2,7920.105377,No
Arizona,Suburban,High School or Below,F,Basic,Unemployed,Divorced,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Branch,6,12,0,302.4,63,0,2,6889.097981,No
Washington,Suburban,Bachelor,F,Extended,Employed,Married,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,11,33,31686,430.994107,81,0,1,3274.194616,No
Oregon,Suburban,High School or Below,M,Premium,Employed,Single,Offer4,Luxury SUV,Medsize,Corporate L3,Corporate Auto,Web,12,1,56855,1836,255,0,1,9951.707743,No
Oregon,Rural,Bachelor,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Special L3,Special Auto,Branch,3,45,53703,67.632476,67,2,1,2521.555686,No
Washington,Suburban,High School or Below,F,Extended,Unemployed,Single,Offer3,Two-Door Car,Medsize,Personal L1,Personal Auto,Branch,12,35,0,844.481918,96,1,2,23706.11337,No
California,Suburban,College,M,Extended,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,15,60,20396,364.8,76,1,4,6047.02516,Yes
California,Suburban,Master,F,Premium,Disabled,Single,Offer1,SUV,Medsize,Personal L1,Personal Auto,Call Center,30,28,27679,722.486994,150,0,3,11140.30248,No
Nevada,Suburban,Bachelor,F,Extended,Retired,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,1,67,23904,590.4,123,3,1,4334.064096,Yes
Arizona,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Call Center,4,54,65351,481.027516,69,0,1,2799.74791,No
California,Suburban,College,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L2,Personal Auto,Agent,20,1,0,1124.427734,113,0,7,7923.136624,No
California,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,0,54,0,669.682001,63,3,7,3688.110888,No
California,Suburban,College,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L2,Personal Auto,Agent,14,35,0,1284.093173,116,0,2,12067.45599,No
California,Urban,College,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,16,64,64459,240.259479,72,0,1,2924.976721,No
California,Suburban,College,M,Premium,Employed,Married,Offer1,SUV,Small,Corporate L2,Corporate Auto,Branch,13,53,32961,912,190,0,3,15014.0927,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer2,SUV,Medsize,Corporate L3,Corporate Auto,Agent,10,0,71416,556.8,116,0,3,9277.233839,No
Washington,Rural,Bachelor,F,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,15,6,68964,115.086827,78,0,3,6274.123875,No
California,Suburban,High School or Below,M,Extended,Employed,Single,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Agent,12,34,78108,470.4,98,0,1,3886.647414,No
California,Suburban,College,M,Basic,Retired,Single,Offer1,Four-Door Car,Medsize,Special L3,Special Auto,Agent,28,22,10621,321.6,67,0,5,4386.277558,Yes
Washington,Urban,College,M,Extended,Employed,Married,Offer2,Two-Door Car,Small,Corporate L3,Corporate Auto,Web,4,69,84910,383.167471,95,0,2,11365.26766,No
California,Urban,High School or Below,F,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Special L3,Special Auto,Agent,2,35,77493,307.963291,70,0,3,5610.96434,No
Arizona,Suburban,College,M,Basic,Employed,Divorced,Offer4,Four-Door Car,Small,Personal L1,Personal Auto,Agent,7,67,81097,355.2,74,0,1,2912.892035,No
Oregon,Suburban,College,F,Extended,Employed,Married,Offer4,Four-Door Car,Large,Corporate L1,Corporate Auto,Call Center,6,23,96610,520.364752,85,0,3,6915.729915,No
Oregon,Urban,College,M,Premium,Employed,Married,Offer4,Sports Car,Small,Corporate L3,Corporate Auto,Agent,20,71,30110,466.436375,159,0,1,6262.663307,No
Oregon,Suburban,High School or Below,F,Extended,Disabled,Married,Offer1,Two-Door Car,Small,Special L3,Special Auto,Agent,1,9,22081,451.670309,84,0,6,6503.397049,Yes
Washington,Suburban,High School or Below,F,Basic,Unemployed,Divorced,Offer1,Sports Car,Medsize,Personal L3,Personal Auto,Web,12,93,0,537.6,112,0,3,8007.399376,Yes
California,Suburban,College,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,19,69,98473,345.6,72,0,1,2929.916512,No
Oregon,Suburban,Bachelor,F,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,1,72,97431,355.2,74,0,3,5969.55297,No
California,Suburban,Bachelor,M,Basic,Employed,Divorced,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,1,96,93870,331.2,69,0,8,5473.15987,No
Nevada,Suburban,High School or Below,M,Basic,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Call Center,9,5,50366,428.734656,72,0,9,5645.396665,No
Washington,Suburban,High School or Below,M,Extended,Employed,Single,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Branch,30,72,34498,398.4,83,0,7,6369.262355,Yes
Oregon,Suburban,College,F,Basic,Disabled,Married,Offer2,SUV,Small,Personal L3,Personal Auto,Call Center,23,53,16552,494.4,103,0,2,11833.76732,No
Oregon,Suburban,College,F,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,7,50,26787,369.6,77,0,5,6121.107929,No
Nevada,Suburban,College,M,Basic,Unemployed,Single,Offer1,Two-Door Car,Medsize,Personal L1,Personal Auto,Branch,2,42,0,831.752839,74,0,9,5159.369746,No
Nevada,Rural,High School or Below,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,15,58,43860,156.124914,65,0,1,2514.59196,Yes
Arizona,Urban,High School or Below,M,Basic,Employed,Married,Offer1,SUV,Small,Corporate L3,Corporate Auto,Agent,13,72,21474,373.428187,114,2,9,8668.611261,No
California,Suburban,Bachelor,M,Basic,Disabled,Married,Offer1,Four-Door Car,Small,Corporate L1,Corporate Auto,Agent,8,16,18174,395.934815,66,0,9,4960.965384,No
Arizona,Suburban,Bachelor,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Call Center,18,45,0,350.4,73,0,5,5504.139033,Yes
Arizona,Urban,College,M,Basic,Employed,Single,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,10,61,60920,231.201886,64,0,2,7507.455372,Yes
Arizona,Urban,High School or Below,M,Extended,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,18,70,41520,289.904105,90,0,2,32269.85139,No
Oregon,Suburban,Bachelor,F,Premium,Unemployed,Married,Offer1,SUV,Small,Personal L3,Personal Auto,Web,12,89,0,729.6,152,0,1,5657.031588,No
Arizona,Suburban,High School or Below,M,Basic,Unemployed,Married,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,19,16,0,326.4,68,0,8,5061.757902,No
California,Suburban,Bachelor,M,Basic,Employed,Married,Offer1,Two-Door Car,Small,Personal L3,Personal Auto,Branch,3,84,72208,350.4,73,0,8,5912.783829,No
California,Rural,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Web,12,30,53863,105.765111,63,0,2,15182.27975,No
Washington,Urban,College,M,Extended,Employed,Divorced,Offer2,SUV,Large,Corporate L1,Corporate Auto,Branch,8,77,66446,639.464548,136,0,3,10747.03094,No
Washington,Suburban,College,M,Basic,Unemployed,Single,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Agent,18,26,0,292.8,61,0,1,2050.623512,No
Washington,Suburban,Bachelor,F,Basic,Employed,Single,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Agent,7,99,64997,383.442328,63,1,1,2465.444865,No
Nevada,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Two-Door Car,Small,Corporate L3,Corporate Auto,Agent,18,42,64460,316.8,66,0,3,5343.121327,No
Arizona,Rural,College,F,Basic,Employed,Married,Offer3,Four-Door Car,Large,Personal L1,Personal Auto,Agent,22,77,46618,99.085943,67,0,2,8119.829071,No
Oregon,Suburban,College,F,Basic,Unemployed,Divorced,Offer1,Four-Door Car,Small,Corporate L3,Corporate Auto,Branch,13,64,0,307.2,64,0,4,4605.265164,No
California,Suburban,College,M,Extended,Employed,Married,Offer2,Two-Door Car,Large,Personal L2,Personal Auto,Web,6,37,49988,566.935022,84,5,5,6408.785577,No
California,Suburban,College,F,Extended,Unemployed,Single,Offer1,Two-Door Car,Medsize,Personal L1,Personal Auto,Agent,2,8,0,436.8,91,5,1,2376.533508,No
California,Suburban,Bachelor,M,Extended,Disabled,Divorced,Offer3,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,6,84,16269,412.8,86,0,1,3211.070017,No
Arizona,Suburban,Bachelor,F,Basic,Employed,Divorced,Offer4,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,4,38,72006,307.2,64,0,3,5094.522262,No
Arizona,Suburban,High School or Below,F,Extended,Unemployed,Married,Offer4,Four-Door Car,Small,Personal L2,Personal Auto,Call Center,3,60,0,388.8,81,2,2,25755.27817,No
Oregon,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer1,Luxury SUV,Medsize,Corporate L3,Corporate Auto,Branch,34,83,0,2345.413441,245,0,1,8672.229719,No
California,Suburban,Master,M,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,13,79,44320,321.6,67,0,2,8044.73072,No
Arizona,Suburban,High School or Below,F,Premium,Retired,Divorced,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Web,13,66,19782,773.470977,108,0,1,4001.519098,No
Nevada,Suburban,Bachelor,F,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,35,98,63933,424.883448,70,0,2,16706.11699,No
Arizona,Suburban,Doctor,M,Basic,Employed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Call Center,13,13,28224,523.2,109,0,8,8544.411077,No
Washington,Suburban,College,F,Basic,Retired,Divorced,Offer1,SUV,Small,Personal L3,Personal Auto,Agent,25,54,21073,508.8,106,1,3,7805.31287,Yes
Oregon,Urban,Bachelor,M,Extended,Employed,Married,Offer4,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,21,73,63243,364.240307,77,0,3,6112.756868,No
Nevada,Suburban,High School or Below,M,Extended,Retired,Divorced,Offer2,SUV,Medsize,Personal L3,Personal Auto,Agent,35,90,20993,638.4,133,0,1,4772.943848,Yes
Oregon,Urban,Bachelor,F,Extended,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,5,64,94827,354.729129,135,0,4,10979.09559,No
California,Urban,Master,F,Basic,Employed,Married,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Call Center,18,83,39161,283.995953,63,1,4,5004.263818,No
Washington,Suburban,Bachelor,M,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,2,0,37534,403.2,84,2,2,13223.04379,No
Oregon,Rural,Bachelor,F,Basic,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,30,28,80210,20.543176,65,0,1,2623.31543,No
California,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Agent,32,59,0,385.115437,62,0,2,17840.19555,No
California,Rural,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Web,2,4,30110,140.165035,64,0,5,5106.111827,No
Arizona,Suburban,College,F,Basic,Medical Leave,Divorced,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Web,28,77,21708,326.4,68,0,2,17930.60451,No
Arizona,Suburban,High School or Below,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,23,65,94731,321.6,67,0,4,5457.342569,No
California,Suburban,Bachelor,M,Extended,Employed,Married,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Agent,17,83,32375,398.4,83,0,6,6563.644143,No
Oregon,Rural,College,M,Basic,Medical Leave,Married,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Web,0,40,16531,102.879769,63,0,4,4812.525221,No
Arizona,Rural,Master,F,Extended,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,28,7,32006,56.868289,94,0,2,29328.04185,No
Arizona,Suburban,Bachelor,F,Basic,Employed,Married,Offer1,Two-Door Car,Small,Personal L2,Personal Auto,Agent,21,86,81676,463.158502,72,0,8,5773.520711,No
California,Rural,College,M,Extended,Employed,Married,Offer4,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Agent,15,56,71038,205.444066,86,0,3,6847.1189,No
Arizona,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer2,Sports Car,Medsize,Corporate L3,Corporate Auto,Call Center,20,43,0,741.6,103,0,1,3595.31286,No
Nevada,Rural,Master,F,Basic,Medical Leave,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,8,32,20832,56.371967,65,0,2,22855.61209,No
Washington,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L1,Personal Auto,Branch,19,10,0,813.6,113,0,7,7859.414569,No
Oregon,Suburban,High School or Below,M,Premium,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,2,27,52405,494.4,103,0,1,4115.577437,No
Arizona,Suburban,High School or Below,F,Extended,Unemployed,Married,Offer1,Sports Car,Small,Personal L3,Personal Auto,Agent,3,89,0,795.864079,133,0,1,5029.638777,No
Washington,Suburban,Bachelor,F,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L2,Personal Auto,Agent,6,46,26583,614.4,128,4,1,4821.418454,No
Oregon,Rural,Master,M,Basic,Disabled,Married,Offer1,Two-Door Car,Medsize,Special L3,Special Auto,Web,15,53,25486,72.438681,65,0,3,5004.310469,No
Arizona,Suburban,College,M,Premium,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Branch,30,1,24065,532.8,111,0,5,8630.053943,No
Arizona,Rural,High School or Below,F,Premium,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,0,50,70435,67.881546,116,0,4,9322.08512,No
California,Suburban,College,M,Extended,Unemployed,Single,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,33,36,0,402.636829,76,2,2,16727.56063,No
Oregon,Suburban,High School or Below,F,Extended,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,2,85,39679,641.388616,92,0,1,3652.532435,No
Nevada,Urban,College,M,Extended,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Web,13,45,0,342.481173,89,0,5,6158.601171,No
California,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer4,Two-Door Car,Medsize,Personal L2,Personal Auto,Web,21,70,0,331.2,69,4,3,4376.083958,No
Nevada,Suburban,High School or Below,M,Basic,Employed,Married,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,27,34,53565,340.8,71,1,6,5569.456156,No
Washington,Suburban,Bachelor,M,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L1,Personal Auto,Agent,19,14,37574,412.101933,66,1,1,2576.513006,No
